"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
1,0,1,35,35,0,7,7,0,0,110.55,0,0,3.15857142857143,0,"United Kingdom","0",187,1,0.01,0.03
3,0,3,621,207,0,56,23.3333333333333,0,0,1354.77,0,0,2.18159420289855,0,"United Kingdom","1",140,0.91,0.57,0.03
1,0,1,10,10,0,3,3,0,0,59.5,0,0,5.95,0,"United Kingdom","0",187,1,0.01,0.03
9,3,12,3841,426.777777777778,-13,429,112.111111111111,8,2.66666666666667,3985.15,-14.71,3970.44,1.03752928924759,1.13153846153846,"United Kingdom","1",19,0.35,0.96,0.97
5,1,6,1085,217,-3,67,17.2,1,1,1357.05,-12.45,1344.6,1.25073732718894,4.15,"United Kingdom","0",18,0.33,0.84,0.86
10,1,11,1131,113.1,-18,236,34.2,3,3,1839.19,-64.98,1774.21,1.62616268788683,3.61,"United Kingdom","0",3,0.1,0.95,0.89
2,0,2,74,37,0,6,3,0,0,99.42,0,0,1.34351351351351,0,"United Kingdom","0",141,0.92,0.37,0.03
77,27,104,17192,223.272727272727,-150,1129,73.051948051948,74,3.33333333333333,29050.13,-476.14,28573.99,1.68974697533737,3.17426666666667,"United Kingdom","1",1,0.05,1,1
16,3,19,2705,169.0625,-16,268,40.4375,16,5.33333333333333,3641.82,-45.38,3596.44,1.34632902033272,2.83625,"United Kingdom","1",15,0.28,0.99,0.96
8,2,10,2145,268.125,-364,91,16.875,2,1,3561.46,-1025.8,2535.66,1.66035431235431,2.81813186813187,"United Kingdom","0",2,0.06,0.93,0.93
5,2,7,636,127.2,-2,92,29.8,1,1,1364.8,-19.9,1344.9,2.14591194968553,9.95,"United Kingdom","1",8,0.18,0.88,0.86
2,0,2,567,283.5,0,59,36,0,0,1028,0,0,1.81305114638448,0,"United Kingdom","1",96,0.83,0.37,0.03
3,0,3,1185,395,0,141,60.6666666666667,0,0,1813.4,0,0,1.53029535864979,0,"United Kingdom","0",60,0.69,0.57,0.03
3,0,3,853,284.333333333333,0,44,16.3333333333333,0,0,1973.38,0,0,2.31345838218054,0,"France","0",10,0.22,0.57,0.03
13,3,16,2704,208,-10,196,20.8461538461538,7,2.33333333333333,4745.69,-61.45,4684.24,1.75506286982249,6.145,"United Kingdom","0",9,0.21,0.98,0.97
3,0,3,172,57.3333333333333,0,9,3.66666666666667,0,0,234.6,0,0,1.36395348837209,0,"United Kingdom","0",94,0.83,0.57,0.03
4,0,4,1553,388.25,0,118,47.75,0,0,4067.29,0,0,2.61898905344495,0,"Belgium","0",22,0.38,0.69,0.03
2,0,2,321,160.5,0,65,35.5,0,0,463.91,0,0,1.44520249221184,0,"United Kingdom","1",158,0.95,0.37,0.03
5,1,6,991,198.2,-1,101,24.6,1,1,2188.02,-19.95,2168.07,2.20789101917255,19.95,"Belgium","1",3,0.07,0.84,0.91
4,0,4,691,172.75,0,30,11.75,0,0,1236.75,0,0,1.78979739507959,0,"United Kingdom","1",29,0.46,0.69,0.03
3,1,4,290,96.6666666666667,-2,10,5,1,1,598.42,-8.3,590.12,2.06351724137931,4.15,"United Kingdom","0",8,0.17,0.69,0.77
8,2,10,1529,191.125,-7,103,18.75,4,2,2945.95,-42.23,2903.72,1.92671680837148,6.03285714285714,"United Kingdom","0",50,0.62,0.93,0.94
6,1,7,509,84.8333333333333,-13,35,6.16666666666667,5,5,1058.06,-12.97,1045.09,2.07870333988212,0.997692307692308,"United Kingdom","0",29,0.46,0.88,0.83
3,0,3,162,54,0,22,7.66666666666667,0,0,378.26,0,0,2.33493827160494,0,"United Kingdom","1",58,0.67,0.57,0.03
3,0,3,772,257.333333333333,0,50,18,0,0,1017.57,0,0,1.31809585492228,0,"United Kingdom","0",46,0.6,0.57,0.03
2,0,2,198,99,0,48,25.5,0,0,347.9,0,0,1.75707070707071,0,"United Kingdom","0",81,0.79,0.37,0.03
34,8,42,23526,691.941176470588,-6066,30,4.02941176470588,17,2.75,45074.58,-11804.2,33270.38,1.91594746238205,1.94596109462578,"United Kingdom","0",38,0.54,1,1
4,2,6,1373,343.25,-3,48,17,2,1,1354.89,-2.49,1352.4,0.986809905316825,0.83,"United Kingdom","0",31,0.49,0.84,0.87
5,1,6,781,156.2,-1,73,16.6,1,1,1590.65,-1.65,1589,2.03668373879642,1.65,"United Kingdom","1",8,0.18,0.84,0.88
1,0,1,33,33,0,8,8,0,0,124.57,0,0,3.77484848484848,0,"United Kingdom","1",186,1,0.01,0.03
1,1,2,314,314,-12,25,25,1,1,427.58,-15,412.58,1.36171974522293,1.25,"Netherlands","0",183,0.99,0.37,0.75
3,1,4,491,163.666666666667,-214,31,18,22,22,1043.41,-430.98,612.43,2.12507128309572,2.01392523364486,"United Kingdom","0",9,0.21,0.69,0.78
3,0,3,901,300.333333333333,0,51,19,0,0,867.61,0,0,0.962941176470588,0,"United Kingdom","0",11,0.24,0.57,0.03
3,0,3,198,66,0,22,9,0,0,598.2,0,0,3.02121212121212,0,"United Kingdom","0",22,0.39,0.57,0.03
8,0,8,1247,155.875,0,96,13.75,0,0,2193.14,0,0,1.75873295910184,0,"United Kingdom","1",21,0.36,0.9,0.03
8,3,11,1281,160.125,-21,74,12.375,5,1.66666666666667,1973.87,-51.61,1922.26,1.54088212334114,2.45761904761905,"United Kingdom","0",1,0.04,0.95,0.9
3,1,4,374,124.666666666667,-2,16,6,2,2,600.1,-5.9,594.2,1.60454545454545,2.95,"United Kingdom","0",103,0.84,0.7,0.77
1,1,2,160,160,-1,18,18,1,1,249.74,-195,54.74,1.560875,195,"United Kingdom","0",58,0.67,0.37,0.7
2,1,3,231,115.5,-13,27,14.5,2,2,434.43,-23.35,411.08,1.88064935064935,1.79615384615385,"Germany","0",58,0.67,0.57,0.75
1,0,1,10,10,0,1,1,0,0,57.5,0,0,5.75,0,"United Kingdom","0",186,1,0.01,0.03
3,0,3,224,74.6666666666667,0,25,9,0,0,522.85,0,0,2.33415178571429,0,"United Kingdom","0",40,0.56,0.57,0.03
4,0,4,934,233.5,0,28,9,0,0,1956.67,0,0,2.09493576017131,0,"United Kingdom","0",88,0.81,0.7,0.03
3,0,3,371,123.666666666667,0,34,16,0,0,907.61,0,0,2.44638814016173,0,"United Kingdom","1",32,0.5,0.57,0.03
3,1,4,206,68.6666666666667,-6,25,8.33333333333333,3,3,404.74,-27.9,376.84,1.9647572815534,4.65,"United Kingdom","1",58,0.67,0.7,0.74
124,10,134,19496,157.225806451613,-1284,1370,24.9596774193548,19,2.1,23615.37,-4419.67,19195.7,1.21129308576118,3.44211059190031,"United Kingdom","1",0,0.01,1,1
4,0,4,388,97,0,25,8,0,0,895.18,0,0,2.30716494845361,0,"United Kingdom","1",7,0.16,0.7,0.03
12,2,14,1954,162.833333333333,-42,141,13.75,3,1.5,2984.4,-53.26,2931.14,1.52732855680655,1.26809523809524,"United Kingdom","0",23,0.4,0.97,0.94
3,1,4,411,137,-24,32,13,1,1,928.17,-30,898.17,2.25832116788321,1.25,"United Kingdom","1",100,0.84,0.7,0.81
5,2,7,949,189.8,-3,72,18,2,1,1722.01,-16.15,1705.86,1.8145521601686,5.38333333333333,"United Kingdom","0",8,0.18,0.88,0.89
12,1,13,1213,101.083333333333,-1,239,45,1,1,2313.35,-9.95,2303.4,1.90713107996702,9.95,"United Kingdom","1",10,0.24,0.97,0.92
25,1,26,9978,399.12,-69,73,6.12,20,23,14861.33,-108.65,14752.68,1.48940970134295,1.57463768115942,"United Kingdom","1",1,0.02,1,1
10,6,16,1224,122.4,-121,236,31.8,36,6.33333333333333,2680.07,-367.95,2312.12,2.18959967320261,3.04090909090909,"United Kingdom","1",2,0.06,0.98,0.92
15,5,20,2826,188.4,-20,150,17.6666666666667,11,2.8,6317.71,-90.01,6227.7,2.23556617126681,4.5005,"United Kingdom","1",5,0.13,0.99,0.98
2,0,2,219,109.5,0,28,17,0,0,716.35,0,0,3.27100456621005,0,"France","0",91,0.82,0.37,0.03
9,1,10,3311,367.888888888889,-25,252,34.2222222222222,1,1,4790.08,-10.5,4779.58,1.44671700392631,0.42,"United Kingdom","1",17,0.32,0.94,0.97
2,2,4,316,158,-16,24,13,2,1,619.3,-104.48,514.82,1.95981012658228,6.53,"United Kingdom","1",71,0.74,0.7,0.76
2,2,4,511,255.5,-10,39,23.5,1,1,804.02,-21,783.02,1.57342465753425,2.1,"United Kingdom","1",113,0.87,0.7,0.8
1,1,2,202,202,-1,42,42,1,1,423.65,-9.95,413.7,2.09727722772277,9.95,"United Kingdom","0",186,1,0.37,0.75
3,0,3,909,303,0,67,27.6666666666667,0,0,1158.81,0,0,1.27481848184818,0,"United Kingdom","0",32,0.5,0.58,0.03
7,0,7,1335,190.714285714286,0,44,7.28571428571429,0,0,2569.05,0,0,1.92438202247191,0,"United Kingdom","0",1,0.03,0.88,0.03
5,2,7,1521,304.2,-7,145,31.6,2,1,2888.77,-22.65,2866.12,1.89925706771861,3.23571428571429,"United Kingdom","0",4,0.11,0.88,0.94
4,1,5,314,78.5,-2,87,25.25,1,1,694.02,-19.9,674.12,2.21025477707006,9.95,"United Kingdom","0",32,0.5,0.78,0.79
1,0,1,446,446,0,31,31,0,0,394.14,0,0,0.88372197309417,0,"United Kingdom","0",186,1,0.01,0.03
37,8,45,37568,1015.35135135135,-185,517,23.7837837837838,9,1.375,73317.85,-1434.24,71883.61,1.95160375851789,7.75264864864865,"EIRE","1",9,0.2,1,1
2,0,2,145,72.5,0,26,14,0,0,443.2,0,0,3.05655172413793,0,"United Kingdom","0",49,0.61,0.37,0.03
4,1,5,732,183,-2,79,30.5,1,1,849.06,-6.9,842.16,1.15991803278689,3.45,"United Kingdom","0",1,0.04,0.78,0.81
5,0,5,351,70.2,0,35,8.2,0,0,759.04,0,0,2.16250712250712,0,"United Kingdom","0",29,0.47,0.78,0.03
5,1,6,478,95.6,-28,43,11,5,5,1075.2,-21.5,1053.7,2.24937238493724,0.767857142857143,"United Kingdom","1",65,0.71,0.84,0.83
18,1,19,1283,71.2777777777778,-4,45,3.66666666666667,1,1,2535.79,-17,2518.79,1.976453624318,4.25,"United Kingdom","1",10,0.23,0.99,0.93
4,0,4,1028,257,0,151,44.75,0,0,1791.1,0,0,1.74231517509728,0,"United Kingdom","0",42,0.57,0.7,0.03
4,0,4,316,79,0,19,5,0,0,383.18,0,0,1.21259493670886,0,"United Kingdom","0",60,0.68,0.7,0.04
2,0,2,329,164.5,0,24,13.5,0,0,440.18,0,0,1.33793313069909,0,"United Kingdom","0",169,0.96,0.37,0.04
8,1,9,2171,271.375,-6,84,15.625,1,1,4575.92,-17.7,4558.22,2.10774758175956,2.95,"United Kingdom","1",29,0.46,0.92,0.97
5,0,5,892,178.4,0,102,34.4,0,0,1460.17,0,0,1.63696188340807,0,"United Kingdom","1",9,0.2,0.78,0.04
2,0,2,425,212.5,0,43,22,0,0,838.92,0,0,1.97392941176471,0,"Germany","0",78,0.77,0.37,0.04
1,0,1,47,47,0,9,10,0,0,129.49,0,0,2.75510638297872,0,"United Kingdom","0",186,1,0.01,0.04
11,1,12,3850,350,-2,202,26.6363636363636,2,2,7255.71,-25.5,7230.21,1.8846,12.75,"Spain","1",19,0.34,0.96,0.99
2,0,2,192,96,0,86,43,0,0,348.91,0,0,1.81723958333333,0,"United Kingdom","0",116,0.88,0.37,0.04
7,3,10,824,117.714285714286,-25,49,8.85714285714286,10,3.66666666666667,1878.78,-178.04,1700.74,2.28007281553398,7.1216,"United Kingdom","0",66,0.72,0.94,0.89
0,2,2,0,0,-2,0,0,1,1,0,-13.5,0,0,6.75,"United Kingdom","0",185,0.99,0.37,0.04
5,0,5,1990,398,0,182,43.8,0,0,2977.27,0,0,1.49611557788945,0,"United Kingdom","1",17,0.32,0.78,0.04
1,0,1,19,19,0,5,5,0,0,103.25,0,0,5.43421052631579,0,"United Kingdom","0",185,0.99,0.01,0.04
21,2,23,5420,258.095238095238,-486,80,7.14285714285714,28,14,9953.16,-1167.33,8785.83,1.83637638376384,2.40191358024691,"United Kingdom","0",8,0.19,1,0.99
5,5,10,1367,273.4,-25,66,18.4,9,2,1791.87,-79.71,1712.16,1.31080468178493,3.1884,"United Kingdom","0",38,0.55,0.94,0.89
4,1,5,1028,257,-12,45,15.25,1,1,2205.82,-10.2,2195.62,2.1457392996109,0.85,"United Kingdom","0",38,0.54,0.78,0.92
9,1,10,2680,297.777777777778,-4,102,17.2222222222222,1,1,3853.09,-3.4,3849.69,1.43772014925373,0.85,"United Kingdom","0",3,0.1,0.94,0.96
3,0,3,902,300.666666666667,0,62,22.3333333333333,0,0,1422.32,0,0,1.57685144124168,0,"United Kingdom","0",49,0.61,0.58,0.04
2,0,2,566,283,0,27,14,0,0,775.18,0,0,1.36957597173145,0,"United Kingdom","0",38,0.55,0.37,0.04
4,1,5,1127,281.75,-1,77,26,1,1,2724.81,-4.25,2720.56,2.41775510204082,4.25,"Belgium","0",21,0.36,0.78,0.93
6,2,8,1983,330.5,-6,99,25,2,1,3015.13,-31.7,2983.43,1.52048915784165,5.28333333333333,"United Kingdom","1",38,0.55,0.9,0.94
3,1,4,371,123.666666666667,-10,36,13,3,3,655.5,-101.7,553.8,1.76684636118598,10.17,"United Kingdom","0",2,0.07,0.7,0.77
3,1,4,602,200.666666666667,-1,35,12.6666666666667,1,1,780.52,-125,655.52,1.29654485049834,125,"United Kingdom","0",3,0.1,0.7,0.78
1,0,1,106,106,0,14,14,0,0,248.06,0,0,2.34018867924528,0,"United Kingdom","0",185,0.99,0.01,0.04
1,1,2,288,288,-242,18,18,17,18,247.44,-247.44,0,0.859166666666667,1.02247933884298,"United Kingdom","0",155,0.94,0.37,0.04
5,1,6,525,105,-1,74,20.2,1,1,1047.82,-3.95,1043.87,1.99584761904762,3.95,"United Kingdom","1",63,0.69,0.84,0.83
2,1,3,12,6,-4,1,1,1,1,102,-34,68,8.5,8.5,"United Kingdom","0",64,0.71,0.58,0.7
2,0,2,88,44,0,5,2.5,0,0,259.6,0,0,2.95,0,"United Kingdom","0",78,0.77,0.37,0.04
1,0,1,74,74,0,5,5,0,0,96.14,0,0,1.29918918918919,0,"United Kingdom","0",185,0.99,0.01,0.04
6,0,6,1082,180.333333333333,0,76,19.6666666666667,0,0,2434.04,0,0,2.24957486136784,0,"United Kingdom","0",2,0.07,0.84,0.04
3,0,3,273,91,0,24,9.33333333333333,0,0,519.44,0,0,1.90271062271062,0,"United Kingdom","1",31,0.48,0.58,0.04
6,0,6,1148,191.333333333333,0,9,2.66666666666667,0,0,1690.32,0,0,1.47240418118467,0,"United Kingdom","1",9,0.2,0.84,0.04
2,0,2,553,276.5,0,29,20,0,0,805.11,0,0,1.45589511754069,0,"United Kingdom","0",92,0.82,0.37,0.04
3,1,4,124,41.3333333333333,-4,20,6.66666666666667,1,1,666.1,-83.2,582.9,5.37177419354839,20.8,"United Kingdom","0",2,0.06,0.7,0.77
1,0,1,250,250,0,1,1,0,0,85,0,0,0.34,0,"United Kingdom","0",185,0.99,0.02,0.04
5,3,8,1880,376,-20,195,47,5,1.66666666666667,3026.03,-62.53,2963.5,1.60959042553191,3.1265,"United Kingdom","1",8,0.18,0.9,0.94
20,5,25,12083,604.15,-23,125,20.25,9,2,21678.83,-48.47,21630.36,1.79415956302243,2.10739130434783,"United Kingdom","1",1,0.02,1,1
1,2,3,183,183,-26,14,14,2,1,224.13,-38.5,185.63,1.22475409836066,1.48076923076923,"United Kingdom","0",98,0.84,0.58,0.71
2,0,2,90,45,0,7,3.5,0,0,93.66,0,0,1.04066666666667,0,"United Kingdom","0",59,0.67,0.37,0.04
4,0,4,670,167.5,0,217,63,0,0,850.98,0,0,1.27011940298507,0,"United Kingdom","1",5,0.14,0.7,0.04
1,0,1,22,22,0,6,6,0,0,122.76,0,0,5.58,0,"United Kingdom","1",185,0.99,0.02,0.04
8,8,16,332,41.5,-60,35,9.75,15,3.625,1874.52,-434.3,1440.22,5.64614457831325,7.23833333333333,"Italy","1",3,0.08,0.98,0.87
6,0,6,362,60.3333333333333,0,137,29.8333333333333,0,0,1403.47,0,0,3.87698895027624,0,"United Kingdom","1",10,0.23,0.84,0.04
3,0,3,1978,659.333333333333,0,182,71.3333333333333,0,0,1838.61,0,0,0.929529828109201,0,"United Kingdom","0",28,0.45,0.58,0.04
10,0,10,235,23.5,0,46,6.9,0,0,1464.05,0,0,6.23,0,"United Kingdom","0",10,0.23,0.94,0.04
2,0,2,299,149.5,0,37,19,0,0,561.39,0,0,1.87755852842809,0,"United Kingdom","0",77,0.77,0.37,0.04
3,0,3,1179,393,0,160,60.3333333333333,0,0,2231.29,0,0,1.89252756573367,0,"United Kingdom","1",56,0.65,0.58,0.04
7,3,10,2514,359.142857142857,-39,61,15.7142857142857,8,2.66666666666667,2323.69,-44.83,2278.86,0.924299920445505,1.14948717948718,"United Kingdom","0",11,0.24,0.94,0.92
3,2,5,921,307,-7,108,46.6666666666667,4,2,1260.06,-17.45,1242.61,1.36814332247557,2.49285714285714,"United Kingdom","0",108,0.86,0.78,0.85
8,5,13,2051,256.375,-19,177,30.625,7,1.4,2962.9,-56.45,2906.45,1.44461238420283,2.97105263157895,"United Kingdom","1",9,0.2,0.97,0.94
2,1,3,368,184,-8,21,11,3,3,338.06,-12.8,325.26,0.918641304347826,1.6,"United Kingdom","0",120,0.88,0.58,0.73
1,0,1,184,184,0,57,66,0,0,235.56,0,0,1.28021739130435,0,"United Kingdom","0",185,0.99,0.02,0.04
1,0,1,129,129,0,31,31,0,0,294.24,0,0,2.28093023255814,0,"United Kingdom","0",185,0.99,0.02,0.04
8,6,14,1116,139.5,-34,101,29,22,4.33333333333333,2205.04,-88.51,2116.53,1.97584229390681,2.60323529411765,"United Kingdom","0",2,0.07,0.97,0.91
1,0,1,261,261,0,13,13,0,0,198.57,0,0,0.760804597701149,0,"United Kingdom","0",185,0.99,0.02,0.04
0,1,1,0,0,-1,0,0,1,1,0,-16.95,0,0,16.95,"United Kingdom","0",185,0.99,0.02,0.04
2,0,2,150,75,0,7,5,0,0,312,0,0,2.08,0,"United Kingdom","0",31,0.48,0.37,0.04
8,1,9,2080,260,-12,195,35.5,1,1,3632.42,-15,3617.42,1.74635576923077,1.25,"Portugal","0",15,0.28,0.92,0.96
1,0,1,72,72,0,1,1,0,0,121.68,0,0,1.69,0,"United Kingdom","0",185,0.99,0.02,0.04
4,0,4,891,222.75,0,107,35.25,0,0,1779,0,0,1.996632996633,0,"United Kingdom","1",25,0.42,0.7,0.04
4,1,5,1788,447,-16,67,19,1,1,1233.32,-95.2,1138.12,0.689776286353468,5.95,"United Kingdom","0",36,0.53,0.79,0.84
1,0,1,66,66,0,2,2,0,0,68.7,0,0,1.04090909090909,0,"United Kingdom","0",185,0.99,0.02,0.04
10,1,11,2906,290.6,-10,23,6.7,3,3,3618.74,-13.08,3605.66,1.24526496902959,1.308,"United Kingdom","0",114,0.87,0.95,0.96
1,0,1,336,336,0,21,21,0,0,307.72,0,0,0.915833333333333,0,"United Kingdom","0",185,0.99,0.02,0.05
2,0,2,774,387,0,72,38,0,0,563.92,0,0,0.728578811369509,0,"United Kingdom","1",75,0.76,0.37,0.05
3,1,4,872,290.666666666667,-11,25,10,6,6,1355.92,-29.81,1326.11,1.55495412844037,2.71,"United Kingdom","0",29,0.46,0.7,0.86
7,3,10,1200,171.428571428571,-7,37,8.28571428571429,4,1.33333333333333,3746.72,-19.65,3727.07,3.12226666666667,2.80714285714286,"United Kingdom","1",7,0.15,0.94,0.96
21,5,26,6414,305.428571428571,-28,41,7.09523809523809,6,1.2,26853.76,-59.35,26794.41,4.18674150296227,2.11964285714286,"United Kingdom","0",0,0.01,1,1
1,1,2,253,253,-1,29,29,1,1,510.87,-125,385.87,2.01924901185771,125,"United Kingdom","0",178,0.98,0.37,0.74
3,2,5,541,180.333333333333,-4,31,13.6666666666667,3,1.5,951.44,-26.85,924.59,1.75866913123845,6.7125,"United Kingdom","0",26,0.44,0.79,0.82
8,1,9,3728,466,-32,166,35.75,8,8,6717.15,-56.67,6660.48,1.8018106223176,1.7709375,"United Kingdom","1",4,0.12,0.92,0.99
2,0,2,59,29.5,0,22,12,0,0,289.03,0,0,4.89881355932203,0,"United Kingdom","0",147,0.93,0.37,0.05
1,0,1,20,20,0,3,3,0,0,199.5,0,0,9.975,0,"United Kingdom","0",185,0.99,0.02,0.05
4,0,4,355,88.75,0,23,10.25,0,0,995.33,0,0,2.80374647887324,0,"United Kingdom","0",87,0.81,0.7,0.05
45,1,46,49029,1089.53333333333,-1,125,7.84444444444444,1,1,195015.19,-3060.6,191954.59,3.97754777784576,3060.6,"United Kingdom","0",0,0.02,1,1
2,1,3,564,282,-1,36,18.5,1,1,628.6,-1.65,626.95,1.1145390070922,1.65,"United Kingdom","0",26,0.44,0.58,0.78
1,0,1,20,20,0,5,5,0,0,99.45,0,0,4.9725,0,"Belgium","0",184,0.99,0.02,0.05
4,0,4,850,212.5,0,41,15.5,0,0,979.66,0,0,1.15254117647059,0,"United Kingdom","0",112,0.86,0.7,0.05
4,5,9,667,166.75,-26,54,16.75,8,3,1820.09,-220.12,1599.97,2.72877061469265,8.46615384615385,"Malta","1",8,0.19,0.92,0.88
10,5,15,434,43.4,-7,51,6,3,1,1181.09,-39.67,1141.42,2.72140552995392,5.66714285714286,"United Kingdom","0",1,0.03,0.98,0.84
6,1,7,2676,446,-216,202,44.1666666666667,17,17,5516.96,-286.34,5230.62,2.061644245142,1.32564814814815,"France","1",22,0.38,0.88,0.98
19,2,21,13091,689,-108,34,8.42105263157895,2,1,23811.22,-120.6,23690.62,1.81890000763884,1.11666666666667,"United Kingdom","1",3,0.09,0.99,1
6,2,8,2379,396.5,-77,116,29.1666666666667,13,7.5,4059,-183.73,3875.27,1.7061790668348,2.3861038961039,"France","1",4,0.11,0.9,0.96
4,1,5,1258,314.5,-5,58,16.75,1,1,2479.58,-12.45,2467.13,1.9710492845787,2.49,"United Kingdom","1",51,0.63,0.79,0.93
8,2,10,961,120.125,-39,92,13.375,3,1.5,1929.22,-44.71,1884.51,2.00751300728408,1.14641025641026,"United Kingdom","1",3,0.1,0.94,0.9
11,0,11,3353,304.818181818182,0,131,21.0909090909091,0,0,4255.66,0,0,1.26920966298837,0,"United Kingdom","0",1,0.03,0.95,0.05
3,0,3,1646,548.666666666667,0,45,24.6666666666667,0,0,1497.82,0,0,0.909975698663426,0,"France","0",28,0.45,0.58,0.05
4,0,4,214,53.5,0,59,21.5,0,0,775.96,0,0,3.62598130841122,0,"United Kingdom","1",16,0.3,0.7,0.05
3,2,5,993,331,-7,32,16.3333333333333,2,1,2145.05,-136.6,2008.45,2.16017119838872,19.5142857142857,"Switzerland","0",58,0.67,0.79,0.91
1,0,1,72,72,0,10,10,0,0,163.69,0,0,2.27347222222222,0,"United Kingdom","0",184,0.99,0.02,0.05
1,0,1,64,64,0,8,8,0,0,511.3,0,0,7.9890625,0,"United Kingdom","0",184,0.99,0.02,0.05
9,0,9,1213,134.777777777778,0,195,36.3333333333333,0,0,2371.85,0,0,1.95535861500412,0,"United Kingdom","0",2,0.07,0.92,0.05
3,0,3,312,104,0,16,6.33333333333333,0,0,450.71,0,0,1.44458333333333,0,"United Kingdom","0",124,0.89,0.58,0.05
16,2,18,2331,145.6875,-19,62,8.25,2,2,3617.35,-31.35,3586,1.5518447018447,1.65,"United Kingdom","0",0,0.01,0.99,0.95
4,0,4,2221,555.25,0,52,15.5,0,0,951.43,0,0,0.42837910850968,0,"United Kingdom","0",37,0.54,0.7,0.05
4,1,5,668,167,-2,46,12.25,1,1,807.14,-8.3,798.84,1.20829341317365,4.15,"United Kingdom","1",22,0.39,0.79,0.8
2,0,2,2100,1050,0,5,3,0,0,778,0,0,0.37047619047619,0,"United Kingdom","0",43,0.58,0.37,0.05
6,1,7,2140,356.666666666667,-2,27,10.3333333333333,1,1,5072.02,-2.5,5069.52,2.37010280373832,1.25,"United Kingdom","1",2,0.07,0.88,0.98
4,1,5,2838,709.5,-8,152,50.75,3,3,4367.69,-15.1,4352.59,1.53900281888654,1.8875,"United Kingdom","1",14,0.27,0.79,0.97
9,0,9,1482,164.666666666667,0,134,31.3333333333333,0,0,1696.34,0,0,1.14462887989204,0,"United Kingdom","1",12,0.26,0.92,0.05
24,4,28,6040,251.666666666667,-23,193,18.625,7,1.75,11072.65,-67.05,11005.6,1.8332201986755,2.91521739130435,"United Kingdom","1",3,0.08,1,0.99
29,16,45,1253,43.2068965517241,-24,242,19.3448275862069,3,1.4375,5154.05,-477.21,4676.84,4.1133679169992,19.88375,"United Kingdom","1",2,0.06,1,0.97
2,0,2,135,67.5,0,20,10.5,0,0,354.25,0,0,2.62407407407407,0,"Portugal","0",36,0.53,0.37,0.05
19,3,22,9139,481,-44,294,28.8947368421053,9,3,13614.64,-49.48,13565.16,1.48972972972973,1.12454545454545,"United Kingdom","1",1,0.03,0.99,1
6,1,7,899,149.833333333333,-24,90,17.6666666666667,1,1,922.64,-30,892.64,1.02629588431591,1.25,"United Kingdom","0",14,0.27,0.88,0.81
4,0,4,1335,333.75,0,59,18.75,0,0,2474.97,0,0,1.85391011235955,0,"United Kingdom","1",4,0.11,0.7,0.05
1,0,1,146,146,0,21,21,0,0,320.58,0,0,2.19575342465753,0,"United Kingdom","0",184,0.99,0.02,0.05
5,0,5,867,173.4,0,202,50.4,0,0,1134.53,0,0,1.30856978085352,0,"United Kingdom","0",5,0.15,0.79,0.05
10,1,11,3083,308.3,-3,189,33.1,2,2,6406.66,-9.95,6396.71,2.07806033084658,3.31666666666667,"United Kingdom","1",8,0.18,0.95,0.98
2,0,2,146,73,0,24,13,0,0,465.39,0,0,3.18760273972603,0,"United Kingdom","0",101,0.84,0.37,0.05
5,4,9,1427,285.4,-14,114,24.2,6,2,2159.04,-34.5,2124.54,1.51299229152067,2.46428571428571,"United Kingdom","1",81,0.79,0.92,0.91
17,5,22,14974,880.823529411765,-864,23,4,6,1.2,9868.98,-1142.08,8726.9,0.659074395619073,1.32185185185185,"United Kingdom","0",8,0.17,0.99,0.99
1,1,2,148,148,-3,16,16,2,2,298.48,-28.45,270.03,2.01675675675676,9.48333333333333,"United Kingdom","0",182,0.99,0.37,0.72
25,5,30,10734,429.36,-879,26,4.24,5,1.2,24711.98,-2248.1,22463.88,2.30221539034843,2.5575654152446,"United Kingdom","1",3,0.09,1,1
4,1,5,200,50,-30,7,1.75,1,1,370.1,-49.5,320.6,1.8505,1.65,"United Kingdom","0",92,0.82,0.79,0.73
3,0,3,1014,338,0,67,23,0,0,1080.76,0,0,1.0658382642998,0,"United Kingdom","1",75,0.76,0.58,0.05
3,1,4,620,206.666666666667,-1,7,3,1,1,1144.6,-1.79,1142.81,1.84612903225806,1.79,"United Kingdom","0",19,0.35,0.7,0.84
13,1,14,3133,241,-8,106,24.4615384615385,2,2,6419.33,-35.6,6383.73,2.04894031279923,4.45,"United Kingdom","0",4,0.11,0.97,0.98
5,3,8,940,188,-11,17,5.2,4,2.33333333333333,1300.86,-21.7,1279.16,1.38389361702128,1.97272727272727,"United Kingdom","0",5,0.14,0.9,0.86
2,0,2,115,57.5,0,51,30.5,0,0,320.81,0,0,2.78965217391304,0,"United Kingdom","1",18,0.34,0.38,0.05
2,0,2,162,81,0,16,8,0,0,312.22,0,0,1.92728395061728,0,"United Kingdom","0",29,0.46,0.38,0.05
3,0,3,600,200,0,5,2.33333333333333,0,0,680.02,0,0,1.13336666666667,0,"United Kingdom","0",77,0.77,0.58,0.05
